08:44,08:07,07:04,06:44,05:29,04:35,04:31,05:17,06:17,07:15,07:19,08:19
08:43,08:06,07:02,06:41,05:27,04:34,04:32,05:19,06:19,07:17,07:21,08:21
08:43,08:04,06:59,06:38,05:25,04:33,04:33,05:20,06:21,07:19,07:24,08:22
08:43,08:02,06:57,06:36,05:23,04:32,04:34,05:22,06:23,07:21,07:26,08:24
08:42,08:00,06:54,06:33,05:20,04:31,04:35,05:24,06:25,07:23,07:28,08:25
08:41,07:58,06:52,06:31,05:18,04:31,04:36,05:26,06:27,07:25,07:30,08:27
08:41,07:56,06:49,06:28,05:16,04:30,04:37,05:28,06:29,07:27,07:32,08:28
08:40,07:53,06:47,06:25,05:14,04:29,04:38,05:30,06:31,07:29,07:34,08:30
08:39,07:51,06:44,06:23,05:12,04:29,04:40,05:32,06:32,07:31,07:36,08:31
08:39,07:49,06:41,06:20,05:10,04:28,04:41,05:34,06:34,07:33,07:38,08:32
08:38,07:47,06:39,06:18,05:08,04:27,04:42,05:36,06:36,07:36,07:40,08:33
08:37,07:45,06:36,06:15,05:06,04:27,04:44,05:38,06:38,07:38,07:43,08:35
08:36,07:43,06:34,06:13,05:04,04:27,04:45,05:40,06:40,07:40,07:45,08:36
08:35,07:40,06:31,06:10,05:02,04:26,04:46,05:42,06:42,07:42,07:47,08:37
08:34,07:38,06:28,06:08,05:00,04:26,04:48,05:44,06:44,07:44,07:49,08:38
08:33,07:36,06:26,06:05,04:58,04:26,04:49,05:46,06:46,07:46,07:51,08:39
08:31,07:33,06:23,06:03,04:57,04:26,04:51,05:48,06:48,07:48,07:53,08:39
08:30,07:31,06:20,06:00,04:55,04:26,04:52,05:49,06:50,07:50,07:55,08:40
08:29,07:29,06:18,05:58,04:53,04:26,04:54,05:51,06:52,07:52,07:57,08:41
08:27,07:26,06:15,05:55,04:52,04:26,04:56,05:53,06:54,07:54,07:59,08:41
08:26,07:24,06:13,05:53,04:50,04:26,04:57,05:55,06:56,07:56,08:01,08:42
08:24,07:22,06:10,05:50,04:48,04:26,04:59,05:57,06:58,07:58,08:03,08:43
08:23,07:19,06:07,05:48,04:47,04:27,05:01,05:59,07:00,08:00,08:05,08:43
08:21,07:17,06:05,05:45,04:45,04:27,05:02,06:01,07:02,08:02,08:07,08:43
08:20,07:14,06:02,05:43,04:44,04:28,05:04,06:03,07:04,08:04,08:09,08:44
08:18,07:12,05:59,05:41,04:42,04:28,05:06,06:05,07:06,08:07,08:10,08:44
08:16,07:09,06:57,05:38,04:41,04:29,05:08,06:07,07:08,08:09,08:12,08:44
08:15,07:07,06:54,05:36,04:40,04:29,05:09,06:09,07:10,08:11,08:14,08:44
08:13,NaN,06:51,05:34,04:39,04:30,05:11,06:11,07:12,08:13,08:16,08:44
08:11,NaN,06:49,05:31,04:37,04:31,05:13,06:13,07:13,07:15,08:17,08:44
08:09,NaN,06:46,NaN,04:36,NaN,05:15,06:15,NaN,07:17,NaN,08:44
