08:06,07:39,06:46,06:36,05:33,04:49,04:47,05:24,06:13,07:01,06:54,07:44
08:06,07:37,06:44,06:34,05:31,04:48,04:48,05:25,06:14,07:03,06:55,07:45
08:06,07:36,06:41,06:31,05:29,04:48,04:49,05:27,06:16,07:04,06:57,07:46
08:06,07:34,06:39,06:29,05:27,04:47,04:50,05:29,06:18,07:06,06:59,07:48
08:05,07:32,06:37,06:27,05:25,04:46,04:50,05:30,06:19,07:07,07:01,07:49
08:05,07:31,06:35,06:25,05:23,04:46,04:51,05:32,06:21,07:09,07:03,07:50
08:04,07:29,06:33,06:23,05:22,04:45,04:52,05:33,06:22,07:11,07:04,07:51
08:04,07:27,06:30,06:20,05:20,04:45,04:53,05:35,06:24,07:12,07:06,07:53
08:04,07:26,06:28,06:18,05:18,04:44,04:54,05:36,06:26,07:14,07:08,07:54
08:03,07:24,06:26,06:16,05:17,04:44,04:55,05:38,06:27,07:16,07:10,07:55
08:02,07:22,06:24,06:14,05:15,04:43,04:56,05:39,06:29,07:17,07:11,07:56
08:02,07:20,06:22,06:11,05:13,04:43,04:57,05:41,06:30,07:19,07:13,07:57
08:01,07:18,06:19,06:09,05:12,04:43,04:58,05:43,06:32,07:21,07:15,07:58
08:00,07:16,06:17,06:07,05:10,04:43,05:00,05:44,06:34,07:22,07:17,07:59
07:59,07:14,06:15,06:05,05:09,04:43,05:01,05:46,06:35,07:24,07:18,08:00
07:59,07:13,06:12,06:03,05:07,04:43,05:02,05:47,06:37,07:26,07:20,08:00
07:58,07:11,06:10,06:01,05:06,04:43,05:03,05:49,06:38,07:28,07:22,08:01
07:57,07:09,06:08,05:59,05:04,04:43,05:04,05:50,06:40,07:29,07:23,08:02
07:56,07:07,06:06,05:56,05:03,04:43,05:06,05:52,06:42,07:31,07:25,08:02
07:55,07:05,06:03,05:54,05:02,04:43,05:07,05:54,06:43,07:33,07:27,08:03
07:54,07:03,06:01,05:52,05:00,04:43,05:08,05:55,06:45,07:34,07:28,08:04
07:52,07:01,05:59,05:50,04:59,04:43,05:10,05:57,06:46,07:36,07:30,08:04
07:51,06:58,05:57,05:48,04:58,04:43,05:11,05:58,06:48,07:38,07:32,08:05
07:50,06:56,05:54,05:46,04:57,04:44,05:12,06:00,06:50,07:40,07:33,08:05
07:49,06:54,05:52,05:44,04:56,04:44,05:14,06:02,06:51,07:41,07:35,08:05
07:47,06:52,05:50,05:42,04:55,04:45,05:15,06:03,06:53,07:43,07:36,08:06
07:46,06:50,06:47,05:40,04:54,04:45,05:17,06:05,06:54,07:45,07:38,08:06
07:45,06:48,06:45,05:38,04:53,04:46,05:18,06:06,06:56,07:47,07:39,08:06
07:43,NaN,06:43,05:36,04:52,04:46,05:20,06:08,06:58,07:48,07:41,08:06
07:42,NaN,06:41,05:34,04:51,04:47,05:21,06:10,06:59,06:50,07:42,08:06
07:40,NaN,06:38,NaN,04:50,NaN,05:22,06:11,NaN,06:52,NaN,08:06
