16:02,16:50,17:41,19:34,20:24,21:08,21:21,20:49,19:47,18:38,16:33,15:55
16:03,16:52,17:42,19:35,20:25,21:09,21:20,20:47,19:45,18:36,16:32,15:54
16:04,16:53,17:44,19:37,20:27,21:10,21:20,20:45,19:42,18:34,16:30,15:54
16:05,16:55,17:46,19:39,20:28,21:11,21:20,20:44,19:40,18:32,16:28,15:53
16:07,16:57,17:48,19:40,20:30,21:12,21:19,20:42,19:38,18:29,16:26,15:53
16:08,16:59,17:49,19:42,20:32,21:13,21:19,20:40,19:36,18:27,16:25,15:52
16:09,17:01,17:51,19:44,20:33,21:14,21:18,20:38,19:33,18:25,16:23,15:52
16:10,17:03,17:53,19:45,20:35,21:15,21:17,20:36,19:31,18:23,16:21,15:52
16:12,17:04,17:55,19:47,20:37,21:16,21:17,20:35,19:29,18:20,16:20,15:52
16:13,17:06,17:56,19:49,20:38,21:16,21:16,20:33,19:27,18:18,16:18,15:51
16:15,17:08,17:58,19:50,20:40,21:17,21:15,20:31,19:24,18:16,16:17,15:51
16:16,17:10,18:00,19:52,20:41,21:18,21:14,20:29,19:22,18:14,16:15,15:51
16:18,17:12,18:01,19:54,20:43,21:18,21:13,20:27,19:20,18:12,16:14,15:51
16:19,17:14,18:03,19:55,20:44,21:19,21:12,20:25,19:17,18:09,16:12,15:51
16:21,17:15,18:05,19:57,20:46,21:19,21:11,20:23,19:15,18:07,16:11,15:51
16:22,17:17,18:07,19:59,20:47,21:20,21:10,20:21,19:13,18:05,16:10,15:52
16:24,17:19,18:08,20:00,20:49,21:20,21:09,20:19,19:11,18:03,16:08,15:52
16:25,17:21,18:10,20:02,20:50,21:21,21:08,20:17,19:08,18:01,16:07,15:52
16:27,17:23,18:12,20:04,20:52,21:21,21:07,20:15,19:06,17:59,16:06,15:52
16:29,17:24,18:13,20:05,20:53,21:21,21:06,20:13,19:04,17:57,16:05,15:53
16:30,17:26,18:15,20:07,20:54,21:21,21:05,20:11,19:01,17:55,16:04,15:53
16:32,17:28,18:17,20:09,20:56,21:22,21:03,20:09,18:59,17:53,16:03,15:54
16:34,17:30,18:18,20:10,20:57,21:22,21:02,20:07,18:57,17:51,16:02,15:54
16:36,17:32,18:20,20:12,20:59,21:22,21:01,20:04,18:54,17:49,16:01,15:55
16:37,17:33,18:22,20:14,21:00,21:22,20:59,20:02,18:52,17:47,16:00,15:56
16:39,17:35,18:23,20:15,21:01,21:22,20:58,20:00,18:50,17:45,15:59,15:56
16:41,17:37,19:25,20:17,21:02,21:22,20:56,19:58,18:47,17:43,15:58,15:57
16:43,17:39,19:27,20:19,21:04,21:22,20:55,19:56,18:45,17:41,15:57,15:58
16:44,NaN,19:29,20:20,21:05,21:21,20:53,19:54,18:43,17:39,15:56,15:59
16:46,NaN,19:30,20:22,21:06,21:21,20:52,19:51,18:41,16:37,15:56,16:00
16:48,NaN,19:32,NaN,21:07,NaN,20:50,19:49,NaN,16:35,NaN,16:01
